Questions,Labels
미래에는 여러 직업이 사라질 수도 있는데 내가 원하는 직업은 안사라질까라는 고민이 있습니다,3
사실 간호사란 직업에 대한 확신도 정확하지 않습니다,3
그래서 저는 직업을 잘잡고 지내고싶은데요,3
꿈이 없어서 너무 고민입니다,3
제 고민은 바로 제목과 같이 꿈이 여러개 입니다,3
안녕하세요 제 고민은 꿈이없다는 것 입니다,3
하지만 제꿈은 아직도 찾지못한 상태입니다,3
저한테 꿈이 없어서 고민입니다,3
저는 고1꿈이 없는 학생입니다,3
진로검사를 해봐도 오히려 더 모르겟고 확실한게 하나도 없어서 답답합니다,3
적성 검사도해보고 흥미검사도 해보고 여러 검사도 해보았지만 제 적성을 잘 모르겠고 제가 뭘 좋아하는지 뭐가 되고 싶어하는지 모르겠어요,3
그래서 커리어넷 심리검사도 다 해보고 자기이해종합검사도 받았는데 겹치는 직업군이 없다고 나오더군요,3
진로 적성검사를 두여번 해보았지만 그래도 이게 나한테 맞는건지 잘 모르겠고 흥미가가는 직업도 없었던것 같습니다,3
저는 제가 하고 싶은것을 하면서 살아가는 인생을 살아가고 싶습니다,3
근데 하고싶은건 있어요,3
그리고 저는 제가 즐거워하는 일을 하고 싶거든요,3
저에게 맞는 진로를 찾고 싶어요,3
나에게 맞는 진로를 찾고 싶다,3
나에게 맞는 진로를 알고 싶습니다,3
저에게 맞는 진로를 알아보고 싶습니다,3
저에게 맞는 진로를 알고 싶습니다,3
제 고민을 들어주시고 저에게 맞는 진로 직업을 찾아 주세요,3
설문조사를 끝낸 이후 직업을 보고 생각을 해보았는데 미래의 전망이 좋지 않은 직업을 해도 괜찮을까요 ,3
제가 원하는 직업은 연봉도 많이 벌면서 4500이상 하지만 대기업 회사원 같은 지루하고 야근많고 스트레스 많을 거 같은 업무는 정말 싫어하는데 제 성격에 딱 맞는 일은 없겠죠,3
저에게 꿈이 있을까요,3
나에게 맞는 진로 탐색,3
나의 진로를 찾고싶다,3
그리고 저와 잘맞는 진로 찾는법은 무엇인가요m,3
저에게 맞는 진로는 무엇일가요,3
진로를 못찾겠습니다,3
아직 진로에 대해서 못정하고있습니다,3
자신의진로를찾고싶습니다,3
나애게맛는 직업을알고십어요,3
다양한 직업을 알려주세요,3
최대한 직업들을 많이 알려주세요,3
해놓은게 많아서 지금 제 진로를 바꾸게 된다면 너무 늦지 않았나 싶습니다,3
좋은 대학에 가서 좋은 직업을 갖는데에 있어서는 내인생의 실전인 고등학교에서의 첫 단추를 잘 끼워야되는데 저 혼자서 어떻게 해야될지 너무 막막하고 고민이됩니다 ,3
진로와 직업을 결정하고 싶어서 여러 검사도 진행해봤지만 아직도 고민이 되네요,3
제과제빵에 관심이 있고 희망분야도 이쪽이였는데 월급이나 복지 앞으로 발전가능성을 보니까 별로 없더라구요,3
초등학교때까지 여러 꿈들을 꾸고 있었다가 중학교에 들어오니 그렇게 막 되고 싶다는 꿈이 생겨나진 않았어요,3
어릴 적의 꿈이 과학자였지만 지금은 꿈이 많이 바뀌고 있습니다,3
이 꿈은 고1때부터 가진 꿈이었습니다 고3이 되고나서 불안해서인지 요즘 흔들리고 있습니다,3
저의 꿈이 뭐지 모르겠습니다,3
제가 꿈이 뭔지도 모르겠어요,3
일단 먼저 직업부터 찾아보고싶어요,3
저의 적성은 무엇이고 한국에는 어떠한 직업들이 있는지 궁금합니다,3
진로에 대해 감을 못 잡고 있는 학생입니다,3
나의 진로는 원래 간호사였는데 간호사 꿈을 접었다,3
스케이트 선수를 꿈꾸다가 접고 다른 진로를 모색중입니다,3
예전에는 태권도 선수 생활도 해보고 꿈을 찾아봤지만 꿈을 찾기가 쉽지않습니다,3
무슨일이든자신감도없고학업에있어서도공부방법을잘몰라열심히해도제가원하는성적도안나옵니다그리고딱히꿈도없어서목표가없어요,3
지금이랑 제가 뭘 좋아하는지도 잘 모르고색깔 이상형 취미 등등 인생에서 가장 좋았던싫었던 경험같은걸 말하라하면 떠오르지 않아요,3
적성검사를 해도 별로 꽂히는게없고 저도 제 자신이 답답하네요,3
근데 지금 제가 고2 18살인데 너무 늦은 걸까요,3
한국학교로 따지면 중학교 3학년 과정을 밟고 있는데 제 요즘 최대 관심사가 커서 뭐 먹고 살지,3
어쩌면 좋을까요,3
어쩌면 좋죠,3
그리고 취직 빨리 하고싶어요 ,3
어떤일을 하고싶다,3
없습니다,3
자신이 없어요,3
없어요,3
근데 자신이 없습니다,3
자신은 없는데,3
없음,3
주변 친구들은 진로를 정해서 어떤 동아리에 들어가며 무슨 학과에 갈것이며 이런 것들을 계획하고 있더라고요,3
원하는 희망 분야와 대학교 중 어떤게 더 중요할까요,3
어떻게하면 제가 무엇을 좋아하는지 알 수 있을까요,3
제가 어쩌고 싶은지 모르겠어요,3
제가 지금 10학년 고 1인데 아직 진로를 결정하지 못해서 11학년 12학년 때 하는 과목 선택을 어떻게 해야할지 엄청 고민하고 있습니다,3
올해 15살로 중학교 2학년인데 아직 진로를 정하지 못했어요,3
이제 2학기가 시작하는데 진로를 확실하게 정하지 못 한 2학년 여고생입니다,3
중학교 2학년인 나는 아직 진로를 정하지 못했습니다,3
벌써 고등학교 1학년인데 아직도 제 진로를 정하지 못했습니다,3
좋은 직업을 가지려면 어떻게 해야하는지 자세히 알려주세요,3
혹시 저에게 추천될만한 직업과 그 직업을 하려면 어디 대학을 나오고 1지망 대학교연세대 무슨 과를 나와야하고 그리고 대학교를 나온 이후에 어떻게 해야하는지 조금 알려주시면 감사하겠습니다,3
이런 저에게 맞는 직업은 무엇이 있을까요,3
저의 적성에 맞는 직업을 알고 싶습니다,3
저의 직업을 찾고 싶어요,3
꼭 저에 맞는 직업을 찾아주세요,3
그러니 저에게 맞는 직업좀 찾아주세요,3
5 약사이외에 제 성격이나 적성에 맞는 직업이 뭐가 있을까요,3
저에게 맞는 직업을 찾아 주세요,3
이번 기회로 제게 맞는 직업을 찾고 싶어요,3
저한테 맞는 직업을 추천받고 싶은데요,3
나한테 맞는 직업이 뭐가있을까여,3
내 적성은 무엇이고 나에게 맞는 직업 분야,3
저는 이미 정해논 직업이 있는데 저의 적성에 맞는 직업은 무엇인지 궁금해요,3
저한테 맞는 직업을 찾는 방법이 없을까요,3
내성격에 맞는 직업이 궁금합니다,3
저의 적성과 가치관에 맞는 직업과 제가 흥미롭게 즐길 수 있는 직업이 무엇인지 알고싶어요,3
내가 원하는 직업에 대해 알고싶음,3
자기에게 맞는 흥미적성가치관을 알고 싶다,3
저에게 맞는 직업을 찾는 방법은 무엇이 있을까요,3
과연 저에게도 맞는 직업이라는게 있을까요,3
어떤 직업이 좋을까요,3
제가 어떤 직업을 고르는 것이 좋을거 같습니까,3
제가 어떤 종류의 직업을 가지는 게 좋을까요    ,3
사업 또는 어떤 직업이 좋을까요,3
저한테는 어떤 직업이 좋을까요,3
어떻게 제가 원하는 직업을 어떻게 찾을 수 있을까요,3
좋은 직업들이 뭐가 있는지 궁금합니다,3
어떤 직업이 좋을지 추천 받고 싶습니다,3
휴 정말 제 집안 상황이 정말 안좋아서 저는 돈을 아주 잘버는 직업을 가져야만해요,3
첫 번째로 저는 제가 정말 어떤 직업에 적합한 사람인지 알고 싶습니다,3
나도 다른 친구들처럼 내가 좋아하는 직업을 찾고 싶은 마음은 굴뚝 같지만 마음대로 되지 않네요,3
일반적인 조리사나 파티시에같은 직업도 좋지만 조금 더 전문성이있는 직업을 가지고 싶은데 정보가 부족하여 질문드려요,3
그런데도 불과하고 아직까지 자신이 미래에 가질 직업이 없으니 너무 불안하고미래가 걱정이됩니다,3
예전엔 제가 되고 싶은 직업이아주 많았습니다 하지만 시간이 지나며 현실적으로 생각해보니 직업의 안정석 보수 등 되고 싶은 직업이없게 되었습니다,3
되고 싶은건 없고 그냥 돈 잘버는 직업을 갖고 싶습니다,3
저는 빨리 제 직업을 찾고 빨리 열심히 공부하고 싶어요,3
또 평범한 직업을 삼고 싶진 않다는 생각 때문인지 직업들이 모두 어렵게만 느껴집니다,3
그리고 제가 이렇게 계속 되면 고등학교 진학 문제도 고민이고 저는 아직 장래희망도 결정하지 못해서 고민입니다,3
부모님께서는 국제고등학교를 진학하시기 바라지만 저는 한가지 직업을 택하여 그에 맞는 특성화고등학교를 가서 전문적으로 배우고 싶습니다,3
좋아하는 것도 없고 잘하는 것도 잘 모르겠고 그냥 미래에 맞게 살고 싶습니다,3
관심있는 직업이 많은데 내가 어느 방향으로 가야하는지 잘 모르겠습니다,3
나는 무슨 흥미나 특기가 있는지 모르겠고 무료하게 시간보내는게 좋아 나에 대해서 흥미와 특기를 찾고 싶다,3
나에게 맞는 직업이 뭔지 알려주세요,3
저에게 맞는 직업을 찾고싶어요,3
저에게 맞는 직업이 있을까요,3
나에게 맞는직업,3
아직 저에게 맞는 직업을 못찾고 있습니다,3
저는 재자신의 맞는 직업을 찾고싶어요,3
적성에 맞는 직업을 너무나도 알고싶어요,3
진로가 고민입니다,3
제 고민은 아직 진로를 정해지 못햇다는 것 인데요,3
요즘 진로가 고민인 14살 입니다,3
진로가 아직도 정해지지 않아서 고민인 학생입니다,3
두번째 고민은 진로 입니다,3
잘 맞는 진로 오래 할 수 있는 직업을 찾고 싶다,3
재가 이렇게 말하면 재가 즐길 수 있는 분야를 아시는것도 아니니 힘드실걸 알지만 저희가 원하는건 미랴에 계속 있을 직업이나 생길 직업만 알려주세요,3
내가 무엇을 잘하는지 내가 무엇에 흥이가 있는지 나에게 알맞은 직업이 무엇인지 어떤 학과가 나에게 맞을지 알고 싶다,3
이런 사람은 어떻게 해야 좀 더 수월하게 흥미있는 직업 또는 적성을 찾을 수 있을까요,3
내 적성에 맞는 것이 무엇인지도 모르겠어서 하고 싶은 직업을 못 고르겠다,3
미래에 직업들의 전망이 어떤지 내가 잘 할 수 있는 것은 무엇인지도 모르겠어요,3
나에게 가장 잘 맞는 직업을 어떻게 하면 잘 찾을수 있을까요,3
어떤 직업을 선택해야 후회없이 나의 적성과 맞을지 잘 모르겠습니다,3
제가 어떻게 해야 저에게 더 잘 맞는 적성을 찾을수있을지 궁금합니다,3
어쩌면 좋을까요,3
어쩌면 좋죠,3
중2인데 아직 꿈도 없습니다,3
저는 제 꿈을 이루고 싶습니다,3
나에게 맞는 꿈을 빨리 찾고 싶은데 잘 모르겠습니다,3
저도 제 미래가 불확실하고 지금 가지고 있는 꿈이 확실한지도 모르겠습니다,3
저도 저에게 맞는 꿈을 찾고 싶은데 못 찾겠어요,3
자신에게 맞는 꿈을 찾는 방법이 무엇인가요,3
저도 꿈을 찾고 싶은데 딱히 저한테 맞는게 없는 것 같네요,3
빨리 저의 꿈을 찾고 싶어요,3
그런데 꿈을 둘 다 이루고 싶은데,3
첫 꿈은 경찰이었지만 저에게 맞지 않아서 꿈을 바꾸게 되었습니다,3
지금은 꿈이 없어서 무슨 일이 나한테 맞을지 모르니까 좀 찾아주세요,3
꿈을 빨리 찾고 싶어요,3
제가 어떻게하면 꿈에대해서 찾아볼수가 있는지 모르겠다,3
꿈을 가지고 싶어요,3
지금 중3인데 꿈이 없어요,3
꿈은 찾고 싶습니다,3
이번에 꿈두레 교육과정으로 프로그래밍 언어를 배웠기는 하지만 이거 말고는 딱히 내세울 것도 없고 별 특별한 활동도 없습니다,3
제목 그대로 저는 목표가 없습니다,3
저를 제외한 대부분의 친구들이 명확한 진로는 아니더라도 대략적으로는 길을 만들었더라고요,3
공부만 바라보다 20대를 바라보니 그제서야 충분히 생각치 못한 진로 문제에 부딪힌 것 같습니다,3
빨리 진로를 정하고 싶지만 정말 중요한 결정이라 쉽게 확정이 안되네요,3
주변 친구들은 벌써 직업을 정하고 자신의 꿈에 한발자국씩 나아가고 있는 것 같은데 저 혼자서 나아가지 못하고 잇는듯한 느낌을 많이 받고 있습니다,3
저는 지금 과연 어떤 길이 더 좋고 어떤 길이 저한테 더 행복할지 고민입니다,3
진로고민이 많은 학생이에요,3
제 진로에 대해 알 수 있을지 고민입니다,3
저는 아직 진로가 없어서 고민입니다,3
저는 진로에 대해 한창 고민이 많은 17살입니다,3
평소에 있던 진로에 대한 고민이 점점 더 커져가서 상담 받아보려고 합니다,3
다시는 이런 후회스러운 고민을 하지 않기 위해 진로상담을 확실하게 받아보고싶습니다 도와주세요,3
다름이 아닌 진로에 대한 고민 때문에 신청을 하게되었는데요,3
주변만 몇 번 둘러봐도 저처럼 진로를 정하지 못한 아이들이 정말 많아서 이런 질문들은 정말 많이 들어보셨을 것 같아요 ,3
제가 이때까지 저의 진로에 대해 깊게 생각해본 적이 없는데 무엇 때문에 그런지는 모르겠지만 갑자기 저의 진로에 대해 고민하고 걱정하기 시작했습니다,3
일단 간다고 해도 어느 대학 어떤 과를 가서 무엇으로 취업을 할 것인지도 고민이 됩니다 ,3
