글쓰기,읽고이해하기,듣고이해하기,말하기,수리력,논리적분석,창의력,범주화,기억력,공간지각력,추리력,학습전략,선택적집중력,모니터링,사람파악,행동조정,설득,협상,가르치기,서비스지향,문제해결,판단과의사결정,시간관리,재정관리,물적자원관리,인적자원관리,기술분석,기술설계,장비선정,설치,전산,품질관리분석,조작및통제,장비의유지,고장의발견.수리,작동점검,조직체계의분석및평가,정교한동작,움직임통제,반응시간과속도,신체적강인성,유연성및균형,시력,청력,knowcode
6.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,11.0,8.0,8.0,6.0,9.0,7.0,5.0,6.0,8.0,8.0,6.0,7.0,8.0,8.0,7.0,6.0,6.0,5.0,8.0,8.0,8.0,6.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,6.0,6.0,9.0,9.0,306701
10.0,10.0,10.0,9.0,7.0,8.0,9.0,7.0,9.0,8.0,9.0,7.0,9.0,7.0,8.0,8.0,8.0,9.0,9.0,7.0,9.0,9.0,8.0,6.0,7.0,6.0,8.0,6.0,4.0,4.0,7.0,8.0,8.0,5.0,,,9.0,7.0,6.0,7.0,7.0,5.0,8.0,8.0,157101
,7.0,9.0,,,,,,,,,,,,,,,,,7.0,7.0,,,,,,,,,,,,6.0,7.0,9.0,8.0,,9.0,,,,,,12.0,306902
9.0,9.0,11.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,6.0,10.0,10.0,9.0,7.0,11.0,9.0,9.0,8.0,8.0,10.0,9.0,9.0,7.0,5.0,9.0,7.0,6.0,4.0,7.0,11.0,5.0,7.0,7.0,7.0,5.0,8.0,6.0,,6.0,6.0,7.0,7.0,9.0,306902
5.0,8.0,5.0,7.0,6.0,7.0,,8.0,10.0,,,8.0,8.0,8.0,12.0,12.0,4.0,,5.0,12.0,12.0,10.0,4.0,,,5.0,7.0,,5.0,,5.0,,,4.0,,5.0,5.0,7.0,5.0,9.0,,,4.0,4.0,301111
,4.0,,,4.0,,4.0,5.0,6.0,,4.0,6.0,7.0,5.0,5.0,5.0,5.0,,5.0,5.0,,5.0,6.0,,4.0,,5.0,,6.0,,,5.0,7.0,5.0,6.0,5.0,4.0,8.0,6.0,6.0,8.0,5.0,5.0,,862301
6.0,7.0,5.0,7.0,5.0,5.0,,,7.0,5.0,4.0,7.0,,7.0,5.0,5.0,,,7.0,,5.0,5.0,4.0,,5.0,4.0,7.0,5.0,5.0,5.0,5.0,9.0,6.0,,5.0,5.0,7.0,5.0,5.0,,6.0,4.0,5.0,4.0,28402
7.0,7.0,9.0,8.0,7.0,7.0,8.0,8.0,7.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,7.0,7.0,9.0,8.0,7.0,8.0,7.0,7.0,6.0,6.0,8.0,9.0,9.0,7.0,9.0,6.0,8.0,7.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,31302
7.0,5.0,7.0,7.0,5.0,5.0,6.0,6.0,8.0,5.0,6.0,6.0,5.0,7.0,6.0,5.0,6.0,7.0,6.0,7.0,7.0,8.0,9.0,9.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,5.0,6.0,7.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,6.0,9.0,9.0,511501
4.0,6.0,5.0,6.0,,7.0,,6.0,8.0,,,,6.0,,7.0,8.0,6.0,,7.0,8.0,9.0,,6.0,,,,7.0,,9.0,10.0,,7.0,8.0,9.0,10.0,9.0,,8.0,9.0,8.0,7.0,7.0,6.0,4.0,842201
9.0,9.0,8.0,5.0,7.0,9.0,,10.0,9.0,,8.0,8.0,6.0,10.0,7.0,7.0,,8.0,8.0,7.0,8.0,8.0,9.0,7.0,7.0,9.0,11.0,9.0,10.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,10.0,,7.0,5.0,,5.0,9.0,5.0,156101
,7.0,5.0,8.0,8.0,7.0,11.0,9.0,8.0,11.0,9.0,4.0,9.0,4.0,6.0,6.0,4.0,4.0,4.0,7.0,8.0,9.0,9.0,4.0,6.0,5.0,,,8.0,7.0,7.0,6.0,7.0,9.0,,4.0,8.0,9.0,6.0,8.0,6.0,7.0,7.0,8.0,140401
8.0,10.0,10.0,9.0,10.0,11.0,9.0,10.0,9.0,10.0,10.0,10.0,9.0,11.0,11.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,9.0,9.0,10.0,10.0,9.0,9.0,10.0,11.0,9.0,9.0,10.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,9.0,9.0,416302
5.0,5.0,8.0,10.0,,5.0,,5.0,8.0,,,5.0,10.0,5.0,12.0,10.0,5.0,7.0,7.0,12.0,11.0,10.0,5.0,5.0,,5.0,4.0,,,,7.0,5.0,5.0,,,,7.0,,,7.0,7.0,,5.0,5.0,15101
4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,9.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,8.0,11.0,7.0,8.0,8.0,9.0,6.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,9.0,29202
7.0,9.0,8.0,7.0,10.0,8.0,6.0,7.0,8.0,6.0,8.0,8.0,9.0,6.0,6.0,6.0,,6.0,7.0,7.0,8.0,8.0,8.0,10.0,7.0,6.0,7.0,6.0,,,10.0,,7.0,,,,7.0,,7.0,6.0,6.0,,8.0,5.0,27101
5.0,7.0,7.0,4.0,7.0,4.0,6.0,6.0,4.0,7.0,4.0,4.0,7.0,6.0,6.0,6.0,7.0,5.0,7.0,9.0,7.0,7.0,9.0,7.0,9.0,7.0,9.0,10.0,9.0,9.0,9.0,7.0,8.0,9.0,11.0,9.0,9.0,7.0,7.0,7.0,9.0,7.0,9.0,8.0,811101
5.0,5.0,5.0,5.0,5.0,,4.0,5.0,6.0,,,,6.0,,5.0,6.0,,,,7.0,4.0,4.0,4.0,,,,,,6.0,,4.0,,4.0,,,,,,,,,5.0,6.0,6.0,29101
,6.0,6.0,6.0,9.0,8.0,6.0,5.0,6.0,9.0,9.0,9.0,9.0,8.0,7.0,7.0,7.0,6.0,,,7.0,7.0,9.0,9.0,9.0,6.0,9.0,11.0,10.0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,7.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,826401
5.0,7.0,7.0,7.0,,6.0,8.0,7.0,6.0,7.0,7.0,9.0,7.0,6.0,7.0,7.0,6.0,6.0,9.0,6.0,6.0,5.0,7.0,6.0,5.0,7.0,6.0,5.0,5.0,,,,5.0,7.0,7.0,7.0,6.0,6.0,8.0,5.0,7.0,5.0,6.0,9.0,214401
9.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,10.0,9.0,8.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,9.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,8.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,9.0,7.0,8.0,151107
,7.0,8.0,6.0,7.0,,7.0,8.0,7.0,8.0,6.0,6.0,8.0,10.0,7.0,4.0,4.0,4.0,,7.0,7.0,8.0,4.0,,,,6.0,7.0,7.0,8.0,9.0,10.0,9.0,7.0,8.0,4.0,9.0,11.0,10.0,6.0,4.0,4.0,7.0,9.0,306902
3.0,6.0,5.0,5.0,7.0,7.0,6.0,9.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,9.0,6.0,8.0,7.0,7.0,7.0,7.0,7.0,3.0,9.0,9.0,8.0,7.0,4.0,8.0,7.0,7.0,,4.0,3.0,5.0,3.0,6.0,,131201
,9.0,9.0,10.0,11.0,8.0,11.0,10.0,,8.0,10.0,11.0,12.0,9.0,6.0,9.0,6.0,10.0,11.0,11.0,10.0,,11.0,8.0,11.0,9.0,8.0,11.0,6.0,9.0,11.0,10.0,10.0,10.0,12.0,11.0,9.0,,7.0,11.0,11.0,9.0,10.0,10.0,836001
4.0,4.0,6.0,7.0,9.0,8.0,6.0,7.0,7.0,9.0,,6.0,9.0,7.0,,9.0,5.0,6.0,,7.0,7.0,9.0,9.0,,7.0,8.0,10.0,7.0,10.0,9.0,,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,8.0,10.0,,702502
4.0,4.0,9.0,7.0,,3.0,8.0,8.0,6.0,6.0,3.0,4.0,7.0,8.0,8.0,6.0,8.0,8.0,7.0,11.0,4.0,7.0,9.0,7.0,7.0,9.0,7.0,7.0,7.0,8.0,9.0,6.0,6.0,9.0,9.0,8.0,,8.0,7.0,9.0,9.0,9.0,8.0,7.0,416401
8.0,11.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,823301
11.0,11.0,10.0,9.0,7.0,10.0,9.0,7.0,10.0,9.0,10.0,12.0,9.0,10.0,10.0,7.0,7.0,5.0,10.0,10.0,8.0,9.0,10.0,7.0,9.0,7.0,5.0,4.0,,5.0,5.0,6.0,5.0,,,,8.0,5.0,7.0,5.0,6.0,5.0,7.0,7.0,110103
7.0,5.0,3.0,6.0,4.0,5.0,6.0,4.0,6.0,6.0,7.0,7.0,5.0,4.0,5.0,4.0,6.0,7.0,5.0,5.0,6.0,6.0,8.0,5.0,6.0,5.0,4.0,4.0,6.0,6.0,4.0,6.0,5.0,6.0,7.0,7.0,4.0,5.0,6.0,5.0,6.0,6.0,7.0,6.0,901201
,,6.0,4.0,3.0,,,,3.0,,,5.0,7.0,,4.0,4.0,,,,5.0,7.0,6.0,7.0,,6.0,,,,,,,6.0,,5.0,4.0,,,6.0,4.0,7.0,5.0,9.0,3.0,3.0,532301
,6.0,5.0,4.0,5.0,4.0,4.0,4.0,,,4.0,4.0,6.0,4.0,6.0,5.0,4.0,,4.0,5.0,7.0,4.0,5.0,,,,4.0,,,,,,,,4.0,4.0,4.0,,4.0,,4.0,,4.0,4.0,616101
,,7.0,7.0,6.0,5.0,8.0,8.0,7.0,9.0,6.0,7.0,7.0,,5.0,7.0,7.0,6.0,,5.0,7.0,8.0,4.0,,,,7.0,,9.0,,,,,7.0,6.0,8.0,,9.0,5.0,8.0,10.0,10.0,8.0,8.0,701401
4.0,7.0,7.0,7.0,5.0,9.0,7.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,5.0,9.0,4.0,7.0,9.0,9.0,5.0,5.0,5.0,7.0,7.0,9.0,7.0,5.0,7.0,7.0,7.0,5.0,5.0,11.0,4.0,140206
4.0,5.0,7.0,6.0,6.0,4.0,,6.0,7.0,,4.0,4.0,5.0,4.0,6.0,4.0,4.0,,5.0,7.0,,4.0,7.0,,,,,,,,4.0,,,,,,,,,,,,5.0,8.0,29202
9.0,10.0,9.0,,,7.0,10.0,12.0,12.0,10.0,4.0,7.0,7.0,7.0,7.0,,,,10.0,,,,,12.0,10.0,5.0,4.0,7.0,4.0,,5.0,4.0,,,,4.0,5.0,5.0,10.0,,12.0,6.0,9.0,6.0,413202
4.0,4.0,4.0,5.0,4.0,,4.0,3.0,4.0,6.0,4.0,,,6.0,6.0,7.0,,,7.0,6.0,6.0,6.0,6.0,5.0,5.0,9.0,,,6.0,,,6.0,6.0,,,,,4.0,3.0,,4.0,,5.0,3.0,531101
7.0,7.0,7.0,5.0,7.0,7.0,5.0,7.0,6.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,6.0,5.0,6.0,5.0,7.0,5.0,,6.0,,,,6.0,5.0,,,,,6.0,4.0,,,5.0,6.0,5.0,4.0,615601
7.0,10.0,10.0,8.0,8.0,7.0,7.0,6.0,7.0,8.0,10.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,7.0,7.0,7.0,8.0,9.0,7.0,7.0,157201
,4.0,4.0,9.0,,9.0,,7.0,5.0,7.0,9.0,7.0,9.0,7.0,7.0,9.0,7.0,9.0,9.0,7.0,10.0,9.0,7.0,,,,,,4.0,7.0,,,9.0,4.0,7.0,4.0,,,9.0,9.0,7.0,9.0,9.0,9.0,307101
4.0,4.0,,6.0,7.0,6.0,9.0,9.0,7.0,9.0,7.0,8.0,7.0,9.0,7.0,8.0,9.0,7.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,9.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,7.0,9.0,7.0,9.0,9.0,8.0,8.0,8.0,9.0,8.0,,132002
9.0,8.0,10.0,5.0,8.0,9.0,8.0,8.0,8.0,,11.0,6.0,6.0,9.0,7.0,6.0,6.0,7.0,5.0,,8.0,7.0,8.0,,,8.0,,,,,10.0,,,,,,,,,,,,6.0,5.0,28202
6.0,8.0,6.0,8.0,9.0,6.0,8.0,7.0,7.0,9.0,7.0,8.0,9.0,8.0,9.0,9.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,10.0,6.0,7.0,10.0,7.0,8.0,9.0,8.0,8.0,10.0,9.0,8.0,9.0,8.0,8.0,10.0,8.0,8.0,8.0,9.0,883201
7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,140503
9.0,8.0,8.0,8.0,9.0,8.0,6.0,6.0,6.0,7.0,8.0,7.0,6.0,6.0,7.0,8.0,6.0,7.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,7.0,7.0,6.0,6.0,6.0,10.0,6.0,7.0,7.0,,,7.0,,7.0,,5.0,7.0,7.0,7.0,26301
6.0,9.0,7.0,7.0,,10.0,12.0,5.0,7.0,7.0,,5.0,12.0,4.0,5.0,9.0,5.0,5.0,7.0,7.0,12.0,9.0,6.0,,5.0,4.0,7.0,9.0,5.0,,12.0,,5.0,,,,7.0,4.0,,4.0,4.0,,5.0,5.0,133204
4.0,5.0,5.0,7.0,,,8.0,4.0,8.0,8.0,,5.0,8.0,8.0,7.0,7.0,5.0,5.0,10.0,7.0,,5.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,5.0,8.0,8.0,8.0,5.0,10.0,8.0,8.0,414703
5.0,5.0,5.0,,8.0,9.0,,,,,8.0,,,,,,,,,,,,,,,,8.0,8.0,8.0,7.0,,10.0,7.0,6.0,,,,,,,,,,,157201
8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,9.0,5.0,6.0,5.0,6.0,5.0,5.0,8.0,6.0,6.0,6.0,6.0,8.0,10.0,9.0,306902
4.0,8.0,8.0,7.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,9.0,7.0,9.0,9.0,6.0,9.0,9.0,7.0,9.0,6.0,6.0,8.0,9.0,6.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,9.0,9.0,7.0,8.0,6.0,6.0,10.0,10.0,140502
,4.0,6.0,5.0,,,8.0,4.0,5.0,4.0,,8.0,7.0,,4.0,,,,7.0,,6.0,,4.0,,4.0,,,3.0,6.0,,3.0,,4.0,4.0,,,,6.0,,,4.0,,5.0,,414101
12.0,12.0,12.0,12.0,9.0,12.0,9.0,10.0,10.0,9.0,10.0,10.0,9.0,6.0,8.0,8.0,9.0,9.0,7.0,5.0,10.0,7.0,7.0,7.0,4.0,4.0,,,,,,,,,,,7.0,,,,,,7.0,7.0,221102
10.0,10.0,7.0,9.0,10.0,4.0,10.0,10.0,10.0,10.0,4.0,9.0,8.0,10.0,10.0,4.0,4.0,9.0,10.0,10.0,10.0,4.0,4.0,4.0,10.0,10.0,10.0,4.0,4.0,4.0,9.0,5.0,9.0,9.0,5.0,5.0,10.0,10.0,7.0,,6.0,4.0,6.0,7.0,155305
,4.0,5.0,9.0,,9.0,,4.0,7.0,7.0,9.0,,7.0,5.0,9.0,9.0,9.0,,7.0,9.0,9.0,7.0,9.0,,,4.0,4.0,,,,,,,,4.0,5.0,4.0,,,9.0,7.0,7.0,9.0,9.0,522101
8.0,7.0,9.0,8.0,7.0,9.0,5.0,10.0,10.0,7.0,10.0,10.0,8.0,9.0,9.0,8.0,7.0,7.0,8.0,11.0,8.0,8.0,9.0,9.0,10.0,10.0,8.0,4.0,10.0,7.0,6.0,7.0,8.0,10.0,7.0,10.0,10.0,9.0,4.0,,,5.0,8.0,8.0,301108
7.0,7.0,10.0,12.0,,5.0,,5.0,8.0,7.0,,5.0,11.0,7.0,12.0,5.0,8.0,5.0,7.0,12.0,9.0,10.0,5.0,,5.0,7.0,,,,,5.0,,,,,,5.0,,7.0,10.0,7.0,,4.0,4.0,521304
6.0,7.0,6.0,7.0,8.0,9.0,9.0,8.0,9.0,9.0,7.0,7.0,9.0,7.0,7.0,8.0,7.0,7.0,6.0,9.0,9.0,8.0,9.0,6.0,7.0,7.0,9.0,9.0,9.0,9.0,7.0,9.0,9.0,9.0,10.0,9.0,10.0,6.0,6.0,8.0,9.0,7.0,7.0,7.0,834001
5.0,6.0,8.0,10.0,5.0,5.0,5.0,4.0,7.0,,,11.0,,,8.0,,,,12.0,7.0,6.0,4.0,7.0,5.0,5.0,3.0,,,,,7.0,,,,,,,,,,,,,,214101
9.0,9.0,8.0,10.0,7.0,11.0,9.0,8.0,10.0,9.0,8.0,9.0,9.0,7.0,9.0,9.0,8.0,10.0,8.0,8.0,11.0,9.0,9.0,10.0,8.0,9.0,7.0,5.0,6.0,6.0,7.0,7.0,7.0,5.0,,,7.0,,,,,,6.0,4.0,25401
9.0,12.0,11.0,9.0,5.0,9.0,11.0,9.0,7.0,12.0,12.0,7.0,12.0,11.0,10.0,12.0,9.0,9.0,9.0,,7.0,12.0,7.0,5.0,7.0,12.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,4.0,,,7.0,5.0,5.0,5.0,9.0,4.0,9.0,7.0,416105
5.0,7.0,5.0,8.0,5.0,6.0,8.0,4.0,8.0,6.0,9.0,6.0,7.0,5.0,9.0,10.0,6.0,8.0,4.0,4.0,7.0,8.0,9.0,7.0,5.0,8.0,5.0,5.0,4.0,7.0,4.0,7.0,4.0,8.0,8.0,7.0,6.0,8.0,8.0,9.0,8.0,8.0,8.0,6.0,301107
5.0,6.0,8.0,9.0,6.0,6.0,5.0,6.0,7.0,4.0,7.0,4.0,4.0,5.0,5.0,4.0,9.0,9.0,6.0,5.0,5.0,6.0,7.0,4.0,6.0,4.0,6.0,4.0,3.0,3.0,7.0,8.0,5.0,3.0,4.0,6.0,7.0,7.0,4.0,4.0,3.0,3.0,7.0,6.0,612501
5.0,9.0,6.0,,8.0,6.0,8.0,4.0,5.0,6.0,8.0,,6.0,,,,,,,,8.0,6.0,,,,,9.0,9.0,8.0,7.0,8.0,9.0,8.0,5.0,9.0,9.0,,5.0,5.0,,6.0,5.0,7.0,,153103
7.0,7.0,9.0,7.0,9.0,8.0,7.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,8.0,7.0,8.0,9.0,6.0,7.0,7.0,7.0,8.0,9.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,9.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,821201
,10.0,9.0,10.0,8.0,8.0,8.0,7.0,8.0,8.0,9.0,7.0,8.0,8.0,9.0,8.0,9.0,10.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,,8.0,8.0,9.0,10.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,10.0,10.0,306401
6.0,7.0,6.0,8.0,8.0,9.0,8.0,7.0,7.0,9.0,5.0,7.0,8.0,5.0,8.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,5.0,6.0,8.0,8.0,8.0,8.0,9.0,7.0,7.0,9.0,8.0,8.0,6.0,6.0,6.0,6.0,7.0,825101
6.0,9.0,9.0,9.0,7.0,6.0,6.0,5.0,7.0,8.0,9.0,5.0,8.0,6.0,5.0,6.0,7.0,6.0,5.0,7.0,8.0,6.0,6.0,5.0,6.0,5.0,7.0,5.0,6.0,7.0,6.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,9.0,8.0,7.0,8.0,6.0,814001
4.0,5.0,7.0,5.0,5.0,,,4.0,7.0,5.0,,5.0,6.0,,,4.0,5.0,,,,3.0,5.0,4.0,,,,,,7.0,5.0,,,5.0,8.0,8.0,5.0,5.0,7.0,6.0,8.0,8.0,6.0,6.0,6.0,702701
6.0,7.0,5.0,4.0,7.0,8.0,,6.0,8.0,8.0,6.0,5.0,6.0,4.0,7.0,8.0,6.0,6.0,5.0,10.0,10.0,9.0,8.0,,,4.0,4.0,,7.0,8.0,,6.0,10.0,9.0,10.0,9.0,,10.0,11.0,10.0,10.0,6.0,5.0,9.0,812401
4.0,6.0,4.0,7.0,5.0,5.0,5.0,7.0,6.0,6.0,5.0,5.0,5.0,,9.0,7.0,6.0,4.0,5.0,9.0,7.0,6.0,5.0,,6.0,,,,5.0,,,,5.0,5.0,7.0,7.0,,5.0,8.0,9.0,7.0,6.0,7.0,5.0,561201
,,,,,,,9.0,7.0,5.0,,,6.0,,,6.0,,,,,8.0,,6.0,,,,6.0,7.0,6.0,,,,5.0,7.0,9.0,10.0,8.0,9.0,10.0,9.0,10.0,11.0,8.0,7.0,811601
4.0,6.0,4.0,6.0,4.0,4.0,4.0,5.0,4.0,8.0,7.0,6.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,8.0,5.0,8.0,4.0,4.0,7.0,8.0,4.0,4.0,8.0,4.0,621201
6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,8.0,7.0,6.0,8.0,7.0,8.0,7.0,6.0,7.0,6.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,7.0,7.0,8.0,9.0,8.0,8.0,8.0,822301
,,6.0,5.0,,,,7.0,,8.0,,6.0,8.0,,,,,,6.0,5.0,6.0,,6.0,,7.0,,6.0,5.0,8.0,,,,11.0,11.0,8.0,10.0,,11.0,11.0,8.0,8.0,6.0,8.0,5.0,623002
5.0,5.0,6.0,8.0,,9.0,,,7.0,,6.0,9.0,,,6.0,,7.0,,6.0,7.0,7.0,7.0,5.0,,5.0,,7.0,7.0,,,,7.0,,,,,,7.0,7.0,6.0,5.0,5.0,7.0,8.0,306902
7.0,9.0,9.0,8.0,11.0,9.0,7.0,11.0,7.0,9.0,8.0,7.0,7.0,9.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,8.0,5.0,7.0,7.0,10.0,10.0,9.0,7.0,8.0,7.0,9.0,9.0,9.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,7.0,140304
,,6.0,9.0,,5.0,,8.0,8.0,6.0,6.0,9.0,8.0,10.0,6.0,9.0,8.0,6.0,8.0,10.0,6.0,5.0,8.0,5.0,,7.0,9.0,,9.0,,,6.0,,7.0,7.0,7.0,,,8.0,6.0,9.0,10.0,8.0,4.0,420402
7.0,6.0,9.0,7.0,5.0,8.0,8.0,9.0,8.0,,8.0,8.0,9.0,,8.0,9.0,8.0,9.0,8.0,9.0,8.0,,7.0,,,,,,7.0,8.0,8.0,7.0,8.0,8.0,7.0,6.0,,8.0,8.0,8.0,7.0,,8.0,,881201
10.0,9.0,10.0,10.0,11.0,11.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,11.0,11.0,10.0,10.0,11.0,11.0,9.0,11.0,11.0,9.0,9.0,7.0,8.0,6.0,11.0,10.0,9.0,7.0,6.0,7.0,9.0,9.0,7.0,9.0,5.0,5.0,9.0,9.0,32302
3.0,6.0,5.0,3.0,,4.0,6.0,5.0,3.0,,,,,9.0,,4.0,,,,9.0,7.0,5.0,,,,,5.0,4.0,,8.0,8.0,,6.0,,,,6.0,,,,,,6.0,,133302
,,6.0,,,6.0,,6.0,6.0,6.0,5.0,9.0,5.0,,,5.0,6.0,,6.0,5.0,,5.0,8.0,,,,6.0,6.0,8.0,,,8.0,8.0,9.0,7.0,9.0,6.0,9.0,6.0,9.0,,6.0,9.0,10.0,835101
11.0,11.0,10.0,10.0,8.0,9.0,9.0,5.0,11.0,9.0,8.0,9.0,9.0,7.0,10.0,9.0,10.0,9.0,9.0,10.0,11.0,9.0,10.0,9.0,,8.0,9.0,,,4.0,9.0,,9.0,9.0,6.0,,8.0,4.0,7.0,7.0,,7.0,9.0,11.0,29101
7.0,8.0,9.0,5.0,9.0,6.0,9.0,9.0,9.0,9.0,4.0,6.0,4.0,,4.0,,,,7.0,4.0,4.0,,6.0,9.0,6.0,6.0,7.0,4.0,4.0,6.0,4.0,,6.0,6.0,,4.0,5.0,6.0,4.0,4.0,6.0,4.0,7.0,5.0,155302
5.0,7.0,8.0,5.0,3.0,,,5.0,6.0,8.0,4.0,4.0,5.0,7.0,7.0,7.0,,,8.0,8.0,4.0,7.0,8.0,8.0,7.0,7.0,,,6.0,,4.0,,7.0,7.0,6.0,5.0,7.0,7.0,10.0,7.0,8.0,9.0,8.0,8.0,624101
4.0,4.0,7.0,6.0,,,6.0,6.0,4.0,6.0,,4.0,6.0,6.0,7.0,6.0,4.0,4.0,,9.0,,4.0,7.0,,,,7.0,,4.0,6.0,,,4.0,6.0,5.0,5.0,4.0,9.0,7.0,5.0,5.0,6.0,7.0,5.0,511301
4.0,5.0,6.0,6.0,4.0,6.0,7.0,7.0,6.0,7.0,,,6.0,7.0,6.0,5.0,6.0,,,4.0,6.0,4.0,,5.0,6.0,,5.0,5.0,5.0,,,8.0,4.0,7.0,,,,9.0,7.0,6.0,8.0,7.0,7.0,5.0,863201
11.0,12.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,9.0,12.0,10.0,11.0,12.0,10.0,12.0,11.0,11.0,12.0,10.0,10.0,11.0,11.0,10.0,12.0,12.0,12.0,,,,,,,4.0,,,5.0,,,,,,,,122102
8.0,7.0,7.0,10.0,,,,,9.0,7.0,6.0,8.0,8.0,7.0,8.0,8.0,7.0,10.0,9.0,10.0,8.0,8.0,8.0,7.0,6.0,,7.0,,,,,8.0,9.0,,6.0,7.0,,8.0,6.0,8.0,,,9.0,7.0,521303
6.0,,,6.0,10.0,6.0,,8.0,9.0,8.0,,,7.0,5.0,,,,7.0,6.0,6.0,7.0,,8.0,,,9.0,,8.0,8.0,,6.0,,6.0,8.0,5.0,7.0,,6.0,5.0,6.0,9.0,6.0,9.0,7.0,140601
,,,6.0,,4.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,,7.0,6.0,7.0,7.0,7.0,7.0,,6.0,7.0,7.0,6.0,5.0,5.0,4.0,6.0,,,4.0,4.0,4.0,4.0,4.0,,11.0,4.0,,4.0,6.0,6.0,,511201
