,0,result
1757,저는 몇년 전까지만 해도 원하는 직업이라도 있기는 했는데요,18
1758,요새는 직업은 고사하고 고등학교를 인문계로 가야할지 특성화고로 가야 할지도 모르겠고 당장 내일 어떤 계획을 세워 실천해야 할지도 모르겠습니다,11
1759,오늘은 놀아도 괜찮겠지,14
1760,라는 생각으로 멍하니 있다보니 어느새 중학생이 되어있고 내년이면 가야 할 고등학교도 정해야 할텐데 제가 무엇을 하고 싶은지도 모르겠고 무엇을 잘하는지도 모르겠어서 아무리 생각해도 제 진로를 결정 할 수가 없습니다,7
1761,그러다보니 공부를 하고 있어도 내가 무슨일을 하고 싶은지도 모르는데 공부를 해야할 필요가 있을까 라는 생각이 들어 또 우울해지고 이렇게 살지 말아야지 라는 생각을 해도 또 어영부영 놀기만 하다 하루를 보내고 나면 딜레마에라도 빠진듯 또 똑같이 방탕한 하루를 보내고 있습니다,11
1762,어떻게 해야 제가 하고 싶은 일을 찾을 수 있을까요,15
1763,실용음악과 쪽으로 고등학교를 가야되는데 가고싶은데성적이 거의 바닥이라 어떻게 어디를 가야될지 모르겠습니다,17
1764,뮤지컬이런쪽은 아닌것같아서 실용음악과쪽을 알아보고싶은데 어디를 어떻게 진학하는게 나을까요,18
1765,환경공학과 진학을 희망합니다 2학년 선택과목을 지금 선택해야 합니다,10
1766,과학 선택과목인 물화생지 중에 세 가지를 골라야 하는데 무엇을 선택해야 할까요,10
1767,커리어넷 선택과목 길라잡이 어플 진로 선생님 등 모두 다른 선택지를 제시하는데 누구의 말을 믿고 들어야하는건지 모르겠습니다,8
1768,치윗생학과 진학을 목표로 한 고등학교 2학년 학생입니다,19
1769,제가 고2 1학기 내신이 54가 나왔는데 갈 수 있는 4년제 대학이 있을까요,19
1770,그리고 신한대학교 치위생학과에 진학하고 싶은데 제 내신으로는 너무 무리일까요,2
1771,안녕하세요,4
1772,저는 중국어에 관심을 가져서 4년5년정도 배우고 중국어에 관련있는 학과를 가려고 자격증을 따놓고 준비 한 17살 여고생입니다,2
1773,중어중문과를 가고자 하니 저의 꿈과는 맞지않는것 같기도하고 아직 저의 정확한 꿈도 무엇인지 잘모르겠고 머리가 복잡해서 글을 남깁니다,14
1774,안녕하세요,4
1775,지난번에 한 번 상담 받았던 SH입니다,8
1776,먼저 지난번 상담에 달아주셨던 답변에 정말 감사하다는 말 드리고 싶어요,6
1777,칭찬도 해주시고 정성 가득한 답변에 감동받았습니다,6
1778,제가 이번에 다시 상담신청을 하게 된 이유는 지난번과는 조금 다른데요,11
1779,조금 개인적이고 횡설수설이라도 이해해주시면 감사하겠습니다,6
1780,저는 코로나가 시작됐을 때 집에 있는 시간이 늘어나서 계획을 세우고 시간 관리를 하기 시작했는데요,11
1781,1년 동안 전과 비교가 안될만큼 많이 성장했다고 생각합니다,0
1782,여러 가지에 걸쳐서 배운 게 많은 것 같아요,13
1783,그렇지만 아직도 많이 모자라서 지금은 방금 한 말이 부끄러울 만큼 게을러졌어요,0
1784,인터넷 중독까지는 아니어도 꽤 위험하고 계획을 세우는 걸 밥먹듯이 하면서 실천률은 반 이하 정도에요 1년 전에 세웠던 계획을 100 이룬 건 한 달도 되지 않았습니다,6
1785,요즘에 마음 제대로 다잡고 다시 시작하려고 노력 중인데 쉽게 자극 받고 쉽게 나태해지는 게 습관이 돼버렸어요,0
1786,매일 말만 번지르르하게 하고 정작 그대로 하지 않는 제 자신이 부끄럽습니다,11
1787,그래서 계획량도 줄이고 실제로 제가 쓸 수 있는 시간이 얼마인가 등등 여러 가지를 생각해보면서 재정비 중인데 아직도 인터넷을 완전히 조절하지도 못하고 인터넷 뿐만 아니라 다른 여러가지로 빠져서 저의 시간을 늘어지게 하고 있는 것 같아서 고민입니다,14
1788,얼마 전부터 플래너에 분야를 나눠서 하루 동안 제가 한일을 색깔별로 표시하고 있는데 그걸 봐도 하루하루 전보다 나아지는 게 없습니다,6
1789,이런 건 다른 사람이 해줄 수 있는 것도 아니고 본인의 각오와 마음에 달렸다는 건 알아요,14
1790,그렇지만 스스로 그게 너무 힘들고 결국 끝에서는 계속 후회하게만 돼서 이렇게 씁니다,0
1791,또 시간 관리 팁이 있다면 배우고 싶어요,14
1792,저의 모토가 최선을 다하되 열심히 딴짓을 하는 사람이 되자인데 책에서 봤던 문장이에요,8
1793,여기서 딴짓이라는 게 자신의 본분을 잊게 만드는 악영향을 끼치는 것이 아니라 기쁨과 탄력을 동시에 줄 수 있는 그런 활동을 의미합니다,6
1794,어떻게 그 둘을 동시에 잡을 수 있을지 전 아직 잘 모르겠습니다,13
1795,이게 너무 큰 욕심이라면 최소한 최선을 다하는 단어 뜻 그대로 성실한 태도를 다시 가지고 싶습니다 도와주실 수 있을까요,14
1796,무엇을 할지 모르겠어요,12
1797,항상 많은 직업에 관심이 많고 흥미가 있었는데 요즘 관심 직업도 없어지고 공부도 열정이 점점 식어서 너무 안 하고 있어요,18
1798,미래에 대한 걱정이 크고 돈을 잘 벌어야 한다는 강박은 커지는 요즘 어떻게 해야할 지 모르겠습니다,18
1799,안녕하세요,4
1800,진로에 대해 감을 못 잡고 있는 학생입니다,2
1801,저는 중학교때 역사 선생님께서 몰입감있게 수업을 해주셔서 그 때 역사에 관심을 갖고 역사학과도 생각을 해보았었는데요,14
1802,고등학교 선생님 수업은 외울 분량도 당연히 많고 당연히 재미가 없어서 충격을 받았습니다,14
1803,앞으로 더 어려워지고 더 지루해질텐데 겨우 수업이 재미없다는 이유로 포기할 만큼 얄팍한 관심이었나,0
1804,저는 진로에 대해 진지하게 고민해보고 탐색해 본 것이 없었기 때문에 역사도 추가 공부를 해 본 적은 없었습니다,18
1805,그냥 상상할 거리가 많은 스토리텔링식 수업을 좋아했던 건지 헷갈리기 시작했습니다,0
1806,최근에는 번역가는 어떠냐는 말을 들었습니다,13
1807,좀 더 어렸을 때는 영어에 자신도 있었고 번역가나 통역가도 한 번쯤 생각해봤기 때문에 좋다고 했을 거예요,8
1808,하지만 지금 고등학교에 와보니 저는 딱 평균인 것 같습니다,17
1809,문학에 이렇다 할 소양이 있는 것도 아니고 글을 잘 쓰는 것도 아닌 것 같아요,18
1810,가장 최근에 글 쓸 일이 있어서 썼던 때는 번역체 같다는 말을 많이 들었습니다,14
1811,저는 엄청난 재능이라도 기대하고 있었나봐요,9
1812,다 연습이라도 해야 느는데요,11
1813,아 그리고 역사랑 미디어 매체랑 결합한 결과물을 만들어보고 싶어서 문화 콘텐츠 학과도 고려를 해봤었는데 거기서도 막상 노력한 건 거의 없어서 쓸 게 없습니다,14
1814,전체적으로 보면 영어영문학과 문화 콘텐츠학과 역사학과를 고려해 보았는데요,0
1815,그냥 정말 머릿속에 들어갔다 나온 정도네요,2
1816,책도 거의 읽지 않고 글 그림을 연습해보지도 않았으면서 대체 어떤 직업적 역량을 기대하는 건지 모르겠습니다,13
1817,저는 어떤 특출한 재능으로 이상적인 삶을 살거나 천직이라는 게 나이가 되면 보일 줄 알았어요,2
1818,위의 세 학과에 대해 더 조사해보고 나서야 무슨 말을 할 수 있는 거겠죠,8
1819,직업을 찾고 직업적 역량을 기르기 위해서는 어떤 노력을 해봐야 하고 또 자꾸 재능이 없어서 이 진로로는 갈 수 없다는 안일한 생각을 어떻게 하면 좀 완화할 수 있는지 도와주세요 ,18
1820,저는 18살 고2 이과생 입니다,19
1821,학과를 찾고 있습니다,1
1822,지금 탐구는 지학1생학1을 하고 있습니다,10
1823,동물이나 곤충을 관찰하는걸 좋아하는데 인서울로 제가 좋아하는 관련학과앞으로 미래에 가능성 있는 학과랑 직업을 추천해주세요,14
1824,학과를 정해야하는데 전 지금 영어영문학과로 다 생각해두긴했는데 대학생활이 생각보다 재미도 없을것 같고 영어에 대한 흥미도 떨어진 상태입니다,18
1825,그래서 새로운 학과를 찾아서 다시 알아보려고 하는데 저는 제가 잘하는것도 없고 좋아하는것도 딱히 없어서 어디로 가야할지도 고민되네요,7
1826,제가 평소에 결정장애가 심한데 이런데까지 영향을 미칠줄은 못랐네요 하고 싶은게 없어서 과를 정하지도 못하겠고 대학을 안가자니 진로도 못정하겠어서 이도저도 못하겠습니다,11
1827,곧 학교애서 선택과목을 정하는데 아직 제 진로가 정해지지 않아서 무엇을 해야하는 지 잘 모르겠습니다,7
1828,안녕하세요,4
1829,저는 초등학생때부터 역사를 좋아하기시작해 지금까지 역사를 쭉 좋아하던 학생입니다,2
1830,제가 역사를 남들보다 잘알고 해서 고등학교때도 한국사는 전교10위권에 들어갔습니다,8
1831,근데 제가 딱히 꿈이 없었습니다,13
1832,주위에선 부모님이 자꾸 미래전망이랑 취업이 잘되는 간호사를 선택하라고 자꾸 그러시고 이래서 공부도 점점 흥미가 떨어져 왜 해야될까,8
1833,생각까지해서 안되겠다 싶어서 저만의 진로을 조사하고 찾아서 역사학연구원을 선택했는데요,11
1834,근데 궁금한점이 있습니다,2
1835,역사학연구원이 될려면 대학교 사학과에 들어가고 대학원에 들어가 석사과정까지 밟으면 이게 역사학연구원에 정규교육과정이라 그러던데,6
1836,1이러한 코스를 다 밟았다해도 정규직연구원이 못될수도 있나요 예로 계속 인턴으로 지내다던가 연구소에 취직을 못하다던가 2연구를 하는데 필요한 지원은 제가 다 알아서 부담을 해야되는건가요 3평균연봉이 4100만원대라는데 어떤식으로 일해서 급여를 받고 하나요,0
1837,연구를 하고있을때도 알아서 월급이 들어오나요,11
1838,그걸 잘 모르겠습니다,13
1839,안녕하세요,4
1840,현재 만화가를 꿈꾸는 14살입니다,19
1841,현재 서울 중구시에 거주중입니다,19
1842,그런데 근처에 있는 애니메이션과 나 창작만화과가 있는 고등학교를 찾고있는데 못찾고 있습니다,14
1843,중구 근처에 애니메이션과 또는 창작만화과가 있는 고등학교좀 알려주시면 감사하겠습니다,16
1844,안녕하세요,4
1845,저는 일반고를 다니면서 진로를 제과제빵쪽으로 생각중인 학생입니다,17
1846,학교에서 수행평가 등등 할 때 진로 관련 책을 읽어야 하는데 제과제빵은 필기 실기 이런 책들만 많이 나와서 무슨 책을 읽어야 할지 모르겠어요 ,11
1847,제과제빵이 아니면 요리쪽 책이라도 알려주세요,14
1848,평소 영상과 디자인 쪽에 관심이 많아소 영상디자인과를 희망하게 됐는데 영상디자인과를 가기위해서도 입시미술이 필요한지 궁금합니다,14
1849,또한 영상 디자인 쪽 다른 과들 중에서는 무엇이 있는지 종류도 많이 알고싶어요,13
1850,안녕하세요,4
1851,저는 초등학교 선생님을 꿈꿔왔던 고등학생입니다,19
1852,지금 시기에 선택과목을 정해야 하는데요,10
1853,초등학교 선생님은 사회를 선택해서 등급을 잘 받아야 할 것 같은데 취업이나 막상 좋아하는 거는 과학분야 입니다,10
1854,그렇다고 과학을 엄청 잘할 자신은 없어요 어떡하면 좋을까요,18
1855,안녕하세요,4
1856,현재 고1인 학생입니다,3
1857,비교적 번화되지 못한지역에 살아 정보에 아둔하여 이렇게 조언을 구합니다,9
1858,인터넷으로 직접 찾다보니 맞는 정보인지도 의심되고 제 주변에는 정확하게 알아봐주시는 분이 많지 않았습니다 ,14
1859,저는 현재 약학과에 입학하기를 희망합니다,5
1860,비슷한 제약학과나 관련학과도 생각해보고 있습니다,1
1861,일단 무엇보다 약학과로 가기위한 방향을 알고싶습니다,13
1862,peet가 폐지되는 것으로 알고 있는데 바로 약학과를 들어가 6년을 다닌후 시험에 응시하면 약사가 되는것이 맞나요,2
