,0,1,index,result,dbs1,result2,dbs2,result3,dbs3,result4,dbs4,result5,dbs5,result6,dbs6,result7,dbs7,result8,dbs8,result9,dbs9,result10,dbs10
5182,안녕하세요 저는 현재 고등학교를 고민하고 있는 중3 학생입니다,"['안녕하다', '현재', '고등학교', '고민', '중', '학생', '이다']",5189,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,4,4
5188,저 어떻게 하면 좋을까요,"['어떻다', '하다', '좋다']",5195,0,0,5,4,,,,,,,,,,,,,,,,
5192,안녕하세요 ,['안녕하다'],5199,1,1,,,,,,,,,,,,,,,,,,
5193,고민중입니다,"['고민', '이다']",5200,0,0,4,3,,,,,,,,,,,,,,,,
5196,그래서 우주행성에 대표적인 나사에 들어가기 위해서는 어떻게 해야할까요,"['우주', '행성', '대표', '나사', '들어가다', '위', '하다', '어떻다', '하다', '하다', '요']",5203,0,0,7,4,,,,,,,,,,,,,,,,
5203,일단 제가 되고 싶은게 있는데 있는 직업같은게 아니라 학과를 정하는게 힘들단 말이에요,"['되다', '싶다', '직업', '아니다', '학과', '정', '하다', '힘들다', '말']",5210,0,0,-1,0,0,0,0,0,0,0,0,0,27,27,,,,,,
5215,이렇게 직업과 관련은 없지만 제가 배우고 싶은거는 많은데 어떤 학과를 선택해야 좋은 선택일지 아니면 그냥 대학을 안가고 집이나 혼자서 제가 배워야될걸 찾고 모두 독학하는게 좋을 수도 있겠다 싶기도 하고 그렇기엔 마을 공동체를 만들기 전까지 먹고 살기도 해야되고 돈도 모아야되니 그전까지의 직업을 위해 대학을 가야되나 싶기도 해요,"['직업', '관련', '없다', '배우다', '싶다', '많다', '어떻다', '학과', '선택', '하다', '좋다', '선택', '일지', '아니다', '그냥', '대학', '가다', '집', '배우다', '되다', '걸', '찾다', '독학', '하다', '좋다', '수도', '싶다', '하다', '그렇다', '기', '마을', '공동체', '만들기', '전', '먹다', '살기', '하다', '고', '돈', '되다', '전', '직업', '위해', '대학', '가다', '싶다', '해']",5222,0,0,-1,0,0,0,0,0,0,0,0,0,14,14,,,,,,
5216,저는 아이돌이 꿈인 중1입니다,"['아이돌', '꿈', '중', '이다']",5223,0,0,-1,0,20,20,,,,,,,,,,,,,,
5220,그래서지금 몰래라도 댄스학원 가려고 친구와 계획을 짜려고 시도중인데,"['지금', '몰래', '댄스', '학원', '가다', '친구', '계획', '짜다', '시도']",5227,0,0,-1,0,-1,0,33,33,,,,,,,,,,,,
5221,어떡해야하나요,['어떡하다'],5228,17,7,,,,,,,,,,,,,,,,,,
5223,모르겠어요,['모르다'],5230,0,0,37,11,,,,,,,,,,,,,,,,
5225,어떡해야하나요,['어떡하다'],5232,17,7,,,,,,,,,,,,,,,,,,
5226,안녕하세요,['안녕하다'],5233,1,1,,,,,,,,,,,,,,,,,,
5230,라는 생각을 가지고 있다보니 다른 직업에 대해서는 눈길도 가지 않았습니다,"['생각', '가지', '보다', '직업', '대해', '서다', '눈길', '가지', '않다']",5237,0,0,-1,0,-1,0,12,12,,,,,,,,,,,,
5235,고등학교 첫 시험 이후로 공부에 슬럼프도 온 거 같은데 어떻게 하면 다시 마음다짐을 하고 다시 공부를 잘 할수 있는지 궁금합니다 1학년 성적은 완전히 망해버린 저 치대 갈 수 있을까요,"['고등학교', '첫', '시험', '이후', '공부', '슬럼프', '온', '거', '어떻다', '하다', '다시', '마음', '다짐', '하다', '다시', '공부', '자다', '하다', '궁금하다', '학년', '성적', '완전하다', '망하다', '버리다', '치대다', '갈다', '수']",5242,0,0,-1,0,0,0,0,0,0,0,0,0,15,15,,,,,,
5246,내신이 56등급정도 되는 고3입니다,"['내신', '되다', '고', '이다']",5253,0,0,-1,0,2,2,,,,,,,,,,,,,,
5249,갈 수 있는 대학교가 있을까요,"['갈다', '수', '대학교']",5256,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,3,3,,
5256,어떻게 하면 좋을까요,"['어떻다', '하다', '좋다']",5263,0,0,5,4,,,,,,,,,,,,,,,,
5276,자식을 이기는 부모님은 없자고 하잖아요,"['자식', '이기다', '부모님', '없다', '하다']",5283,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,15,15,,,,
5278,비서가 되고싶은 고1입니당 ,"['비서', '되다', '고', '이다']",5286,0,0,-1,0,2,2,,,,,,,,,,,,,,
5288,안녕하세요,['안녕하다'],5296,1,1,,,,,,,,,,,,,,,,,,
5300,제가 성적도 그렇게 좋은 편은 아니고 56등급정도에요 이 성적으로 치위생학과를 갈 수 있을까요,"['성적', '좋다', '편', '아니다', '성적', '치', '위생', '학과', '갈다', '수']",5308,0,0,-1,0,-1,0,11,11,,,,,,,,,,,,
5306,어떡하면 좋을까요,"['어떡하다', '좋다']",5314,0,0,16,4,,,,,,,,,,,,,,,,
5307,올해 고1이 된 학생입니다,"['올해', '고', '되다', '학생', '이다']",5315,0,0,-1,0,2,2,,,,,,,,,,,,,,
5310,꿈이 없으니깐요,"['꿈', '없다', '요']",5318,0,0,-1,0,-1,0,0,0,-1,0,12,12,,,,,,,,
5315,어서 진로를 찾고싶습니다,"['어서', '진로', '찾다']",5323,0,0,-1,0,-1,0,4,4,,,,,,,,,,,,
5316,인천에 살고 있는 저에게 심리학과 관련 된 대학은 인하대의 아동심리학과 뿐인데 아동학과 진로를 쳐 보니 전문 상담교사가 없더라구요,"['인천', '살', '심리학', '관련', '되다', '대학', '인하대', '아동', '심리학', '뿐', '아동', '학과', '진로', '치다', '보다', '전문', '상담', '교사', '없다']",5324,0,0,-1,0,-1,0,0,0,-1,0,4,4,,,,,,,,
5323,안녕하세요,['안녕하다'],5331,1,1,,,,,,,,,,,,,,,,,,
5324,저는 이번에 중학교 2학년이 된 여학생입니다,"['중학교', '학년', '되다', '여학생', '이다']",5332,0,0,-1,0,2,2,,,,,,,,,,,,,,
5331,안녕하세요,['안녕하다'],5339,1,1,,,,,,,,,,,,,,,,,,
5339,제가 마케터로 진로를 생각하고 있는 이유는 리더쉽과 책임감이 있고 모둠활동과 같은 활동을 좋아하고 계획을 세워서 그것에 맞게 진행하는것을 좋아해서 이와 같은 저의 장점을 살릴수있는 직업을 찾다가 마케터라는 직업을 알게되었습니다,"['마케터', '진로', '생각', '이유', '리더쉽', '책임감', '두다', '활동', '활동', '좋아하다', '계획', '세우다', '그것', '맞다', '진행', '하다', '좋아하다', '장점', '살리다', '직업', '찾다', '마케터', '직업', '알', '되어다']",5347,0,0,-1,0,32,32,,,,,,,,,,,,,,
5345,평소 여러 문학 작품등을 감상하길 좋아하는 학생입니다슬슬 뭔가 정하고 그것에 맞춰 나아가야할 시기라고 생각하고 있는데 뭘 해야할지도 잘 모르겠고 좋아하는 것은 있지만 그것으로 먹고산다던지 이 일을 직업으로 살아나가고 싶다는 생각은 전혀 해본적이 없습니다또한 인간관계에 대해 소극적이고 비관적인 태도로 일관하고 있고 딱히 개선필요성을 느끼고 있지도 않습니다,"['평소', '여러', '문학', '작품', '감상', '하다', '좋아하다', '학생', '이다', '슬슬', '뭔가', '정', '그것', '맞추다', '나아가다', '하다', '시기', '생각', '뭘', '하다', '하다', '자다', '모르다', '좋아하다', '그것', '먹고살다', '직업', '살아나다', '싶다', '생각', '전혀', '해', '본적', '없다', '인간관계', '대해', '극적', '비관', '태도', '일관', '딱하다', '개선', '필요성', '느끼다', '않다']",5353,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
5353,일반고에 다니는 고1 학생입니다,"['반고', '다니다', '고', '학생', '이다']",5361,0,0,40,5,,,,,,,,,,,,,,,,
5359,감사합니다,['감사하다'],5367,7,2,,,,,,,,,,,,,,,,,,
5361,저의 미래가 걱정되기도 여러 직업에 대해 알고싶습니다,"['미래', '걱정', '되다', '기도', '여러', '직업', '대해', '알다']",5369,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,15,15,,
5363,어떻게하면 제가 무엇을 좋아하는지 알 수 있을까요,"['게', '좋아하다', '알', '수']",5371,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,45,45,,
5368,자동차 디자이너가 되고 싶습니다,"['자동차', '디자이너', '되다', '싶다']",5376,0,0,-1,0,12,12,,,,,,,,,,,,,,
5387,안녕하세요,['안녕하다'],5395,1,1,,,,,,,,,,,,,,,,,,
5398,지금의 목표는 부산대입니다,"['지금', '목표', '부산', '이다']",5406,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,2,2
5410,안녕하세요,['안녕하다'],5418,1,1,,,,,,,,,,,,,,,,,,
5411,특성화고 전기과에 다니고있는 19세 학생입니다,"['특성화고', '다니다', '세', '학생', '이다']",5419,0,0,-1,0,1,1,,,,,,,,,,,,,,
5413,성적은 평균정도입니다,"['성적', '평균', '정도', '이다']",5421,0,0,-1,0,-1,0,20,20,,,,,,,,,,,,
5416,대학을 갈지 공기업을 갈지 중소기업을 갈지 고민중인데솔직히 대학 가보고 싶습니다,"['대학', '갈다', '공기업', '갈다', '중소기업', '갈다', '고민', '솔직하다', '대학', '가보다', '싶다']",5424,0,0,-1,0,-1,0,11,11,,,,,,,,,,,,
5435,답변 기다리고 있겠습니다,"['답변', '기다리다']",5443,10,5,,,,,,,,,,,,,,,,,,
5436,안녕하세요,['안녕하다'],5444,1,1,,,,,,,,,,,,,,,,,,
5437,이번에 고 1이 되는 학생입니다,"['고', '되다', '학생', '이다']",5445,0,0,-1,0,2,2,,,,,,,,,,,,,,
5440,감사합니딘,"['감사하다', '딘']",5448,7,2,,,,,,,,,,,,,,,,,,
5445,저는 현재 나노공학기술자 인공지능 전문가가 진로직업인 14살 학생입니다,"['현재', '나노', '공학', '기술자', '인공', '지능', '전문가', '진로', '직업', '살', '학생', '이다']",5453,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,42,42,,
5448,그리고 인공지능 전문가는 전망이 어떤가요저는 과학 수학 국어 영어 사회는 점수가 가장 높고 컴퓨터 자격증 3개는 취득해둔 상태입니다하지만 아직까진 저에게 맞는 직업을 더 찾아보고 싶고 그리고 지금 제 실력으론 제가 말한 두 직업을 제 진로로 삼아도 되는 건가요그리고 만약 아니다 싶으면 어떤 쪽으로 나가는게 나을 것 같고만약 나가도 된다 하면 두 직업중 어떤 것이 미래 사회때 더 좋을까요부탁드립니다 ,"['인공', '지능', '전문가', '전망', '가요', '과학', '수학', '국어', '영어', '사회', '점수', '가장', '높다', '컴퓨터', '자격증', '개다', '취득', '하다', '두다', '상태', '이다', '맞다', '직업', '더', '찾아보다', '싶다', '지금', '실력', '말', '두', '직업', '진로', '삼다', '되다', '건가', '아니다', '싶다', '어떻다', '쪽', '나가다', '나다', '나가다', '되다', '하다', '두', '직업', '어떻다', '미래', '사회', '더', '좋다', '부탁드리다']",5456,0,0,-1,0,0,0,0,0,1,1,,,,,,,,,,
5458,안녕하세요,['안녕하다'],5466,1,1,,,,,,,,,,,,,,,,,,
5461,그래서 한국애니메이션고등학교에 전학가고 싶은데 어떻게 방법이없을까요,"['한국', '애니메이션', '고등학교', '전학', '가다', '싶다', '어떻다', '방법', '없다']",5469,0,0,-1,0,-1,0,0,0,-1,0,3,3,,,,,,,,
5463,안녕하세요,['안녕하다'],5471,1,1,,,,,,,,,,,,,,,,,,
5467,안녕하세요,['안녕하다'],5475,1,1,,,,,,,,,,,,,,,,,,
5468,이제 막 17살이된 예비 고1입니다,"['이제', '막', '살이', '되다', '예비', '고', '이다']",5476,0,0,-1,0,2,2,,,,,,,,,,,,,,
5472,안녕하세요,['안녕하다'],5480,1,1,,,,,,,,,,,,,,,,,,
5473,저는 청소년심리상담사를 꿈꾸고 있는 중학교 3학년 여학생 입니다,"['청소년', '심리상담', '사르다', '꿈꾸다', '중학교', '학년', '여학생', '이다']",5481,0,0,-1,0,1,1,,,,,,,,,,,,,,
5483,중3 2학기 학교에 처음 입학하자마자부터 고2 2학기까지 3D프린터 동아리에서 활동했습니다,"['중', '학기', '학교', '처음', '입학', '고', '학기', '프린터', '동아리', '활동', '하다']",5491,0,0,-1,0,25,25,,,,,,,,,,,,,,
5490,저에게 맞는 진로를 알아보고 싶습니다,"['맞다', '진로', '알아보다', '싶다']",5498,0,0,-1,0,9,9,,,,,,,,,,,,,,
5492,아직까지 제가 뭘 하고 싶거나 뭘 해야 될지를 모르겠어요,"['뭘', '하다', '싶다', '뭘', '하다', '되다', '모르다']",5500,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,4,4,,,,
5495,고1학생입니다,"['고', '학생', '이다']",5503,0,0,9,5,,,,,,,,,,,,,,,,
5503,저는 17살 인문계 고등학교 학생입니다,"['살', '인문', '고등학교', '학생', '이다']",5511,0,0,-1,0,1,1,,,,,,,,,,,,,,
5507,조언 부탁드립니다 ,"['조언', '부탁드리다']",5515,4,3,,,,,,,,,,,,,,,,,,
5509,안녕하세요,['안녕하다'],5517,1,1,,,,,,,,,,,,,,,,,,
5510,올해 고1되는 학생입니다,"['올해', '고', '되다', '학생', '이다']",5518,0,0,-1,0,2,2,,,,,,,,,,,,,,
5515,저는 어떻게 하는것이 좋을까요,"['어떻다', '하다', '좋다']",5523,0,0,5,4,,,,,,,,,,,,,,,,
5520,잘 모르겠어요,"['자다', '모르다']",5528,0,0,22,11,,,,,,,,,,,,,,,,
5527,저는 올해 막 고등학교에 입학한 신입생입니다,"['올해', '막', '고등학교', '입학', '신입생', '이다']",5535,0,0,-1,0,-1,0,1,1,,,,,,,,,,,,
5529,무언가 저에게 맞는 그런 것을 찾을 수 있다면 좋겠지만 앞으로 제게 그럴 시간이 있을지도 미지수고요,"['무언가', '맞다', '그렇다', '찾다', '수', '좋다', '앞', '그렇다', '미지수', '고요']",5537,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,45,45,,
5533,제 꿈은 일러스트레이터입니다,"['꿈', '일러스트레이터', '이다']",5541,0,0,-1,0,20,20,,,,,,,,,,,,,,
5536,진로를 정하였지만 지금 제 심정은 막막합니다,"['진로', '정', '하다', '지금', '심정은', '막막하다']",5544,0,0,-1,0,0,0,0,0,0,0,0,0,16,16,,,,,,
5548,어떻게 마인드 컨트롤을 해야할까요,"['어떻다', '마인드', '컨트롤', '하다', '하다', '요']",5556,0,0,7,4,,,,,,,,,,,,,,,,
5550,안녕하세요,['안녕하다'],5558,1,1,,,,,,,,,,,,,,,,,,
5556,고등학생이 된 지금이지만 아직 저의 꿈은 물론이고 진로진학 분야에도 큰 틀이 없습니다,"['고등학생', '되다', '지금', '꿈', '진로', '진학', '분야', '크다', '틀', '없다']",5564,0,0,-1,0,-1,0,0,0,-1,0,20,20,,,,,,,,
5565,어떻게 해야할가요,"['어떻다', '하다', '하다']",5573,0,0,31,4,,,,,,,,,,,,,,,,
5569,안녕하세요,['안녕하다'],5577,1,1,,,,,,,,,,,,,,,,,,
5570,저는 중학교2학년 학생입니다,"['중학교', '학년', '학생', '이다']",5578,0,0,17,5,,,,,,,,,,,,,,,,
5574,그리고 대학교를 가면 대학교를 4년재 졸업을 하고 로스쿨을 가야 하는거는 알지만 대학교에서 어떤 학과를 들어야 하나요,"['대학교', '가면', '대학교', '졸업', '하다', '로스쿨', '가야', '하다', '알', '대학교', '어떻다', '학과', '들다', '하나요']",5582,0,0,-1,0,0,0,0,0,7,7,,,,,,,,,,
5576,알려주세요,['알다'],5584,0,0,2,2,,,,,,,,,,,,,,,,
5578,중소 기업이라도 상관 없구요,"['중소', '기업', '상관', '없다']",5586,0,0,-1,0,4,4,,,,,,,,,,,,,,
5579,고등학교도 어디로 가야 할지가 고민이에요,"['고등학교', '가야', '하다', '고민']",5587,0,0,-1,0,0,0,0,0,27,27,,,,,,,,,,
5586,내신은 2점대 중반정도 입니다,"['내신', '점', '중반', '정도', '이다']",5594,0,0,-1,0,-1,0,20,20,,,,,,,,,,,,
5587,평소에 미술에 관심이 많은 학생입니다,"['평소', '미술', '관심', '많다', '학생', '이다']",5595,0,0,-1,0,-1,0,9,9,,,,,,,,,,,,
5595,사실 공고를 좀 더 가고 싶기는 한데 주변 시선이 그렇게 고운 편도 아니고 거의 아니꼽게 보더라구요,"['사실', '공고', '더', '가다', '싶다', '주변', '시선', '곱다', '편도', '아니다', '아니꼽다', '보다']",5603,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,37,37,,
5596,공고를 가더라도 잘할지도 자신이 없구요하고 싶은 직업이라던가 진로가 딱히 있는 것도 아니라서 고민이 너무 심하게 됩니다,"['공고', '가다', '하다', '없다', '요하', '싶다', '직업', '진로', '딱하다', '아니다', '고민', '심하다', '되다']",5604,0,0,-1,0,0,0,0,0,11,11,,,,,,,,,,
5601,조언 부탁드립니다 ,"['조언', '부탁드리다']",5609,4,3,,,,,,,,,,,,,,,,,,
5602,안녕하세요,['안녕하다'],5610,1,1,,,,,,,,,,,,,,,,,,
5604,좋아하는 것도 없고 잘하는 것도 잘 모르겠고 그냥 미래에 맞게 살고 싶습니다,"['좋아하다', '없다', '하다', '자다', '모르다', '그냥', '미래', '맞다', '살', '싶다']",5612,0,0,-1,0,35,35,,,,,,,,,,,,,,
5612,안녕하세요,['안녕하다'],5620,1,1,,,,,,,,,,,,,,,,,,
5615,그래서 프로그래밍 관련이란 공부 그런 것에 대해 좀 질문이 있네요,"['프로그래밍', '관련', '공부', '그렇다', '대해', '질문']",5623,0,0,-1,0,-1,0,0,0,-1,0,15,15,,,,,,,,
5624,또 이런 대회를 나가는 것이 저한테 도움이 되는지 궁금합니다,"['이렇다', '대회', '나가다', '도움', '되다', '궁금하다']",5632,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,16,16,,
5627,안녕하세요,['안녕하다'],5635,1,1,,,,,,,,,,,,,,,,,,
5628,예비중3 여학생입니다,"['비중', '여학생', '이다']",5636,0,0,-1,0,1,1,,,,,,,,,,,,,,
5629,중2때 그냥 시험점수는 평균 48점 수행 다합친 내신은 82점 입니다,"['중', '그냥', '시험', '점수', '평균', '점', '수행', '다합', '친', '내신', '점', '이다']",5637,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,2,2
5643,사회에서 변화가 필요한 부분이 많다고 생각되어 이 부분과 관련된 직업을 꿈꿨습니다,"['사회', '변화', '필요하다', '부분', '많다', '생각', '되어다', '부분', '관련', '되다', '직업', '꿈꾸다']",5651,0,0,-1,0,-1,0,0,0,-1,0,20,20,,,,,,,,
5644,평소에도 어르신들을 보면 돕고 싶다는 생각을 많이하고 실천했을 때 행복합니다 하지만 마찬가지로 여기서 무슨 도움이 크게 될지 잘 모르겠습니다,"['평소', '어르신', '보다', '돕다', '싶다', '생각', '많다', '실천', '하다', '행복하다', '마찬가지', '도움', '크게', '되다', '자다', '모르다']",5652,0,0,-1,0,0,0,0,0,0,0,0,0,10,10,,,,,,
5646,어떻게 해야할까요,"['어떻다', '하다', '하다', '요']",5654,0,0,7,4,,,,,,,,,,,,,,,,
5648,좋은 답변 부탁드립니다,"['좋다', '답변', '부탁드리다']",5656,11,3,,,,,,,,,,,,,,,,,,
